EVENTGROUPING,UUID,EVENTGROUPINGINDEX,CACHEDNAME,THUMBNAILPATH,POINTSFOR,POINTSTIED,POINTSAGAINST,CREATEDBY,SHAREABLE,ALLACCESS,ASSOCIATEDEVENT,EVENTGROUPINGTYPE,PARENTGROUP,OURSEASON,THEIRSEASON,VIEWCOUNT,CREATEDDATE,UPLOADDATE,SHARED,DEMO,SHAREERROR
394,e2acaa8a-ff08-4076-9691-c51a143bdd4e,0,Game #1 @ 7:19:48 PM,,23,0,25,kingleo008@yahoo.com,1,0,270,5,393,49,56,0,2016-04-21 19:20:02.560000,,0,0,0
395,c2fa2673-1f8e-443a-acce-a72f25fbcbac,1,Game #2 @ 7:44:20 PM,,14,0,25,kingleo008@yahoo.com,1,0,271,5,393,49,56,0,2016-04-21 19:44:21.589000,,0,0,0
396,b789b654-86ed-46f7-b1e9-60a569723477,2,Game #3 @ 8:03:33 PM,,22,0,25,kingleo008@yahoo.com,1,0,272,5,393,49,56,0,2016-04-21 20:03:34.526000,,0,0,0
397,c291da02-22ae-4b54-adb7-b4ea06ba0cfe,10,Tournament: Plum,,2,2,3,kingleo008@yahoo.com,1,0,,1,,49,,0,2016-04-23 08:35:16.464000,,0,0,0
398,96990f79-a677-441c-8f72-40fdd90405e2,0,"Match: Varsity 2016 vs. Central Catholic on Apr 23, 2016",,1,0,0,kingleo008@yahoo.com,1,0,,2,397,49,67,0,2016-04-23 08:35:16.466000,,0,0,0
399,63e331b1-288c-4e02-94c4-d3a77a5ffb6e,0,Game #1 @ 8:35:07 AM,,25,0,20,kingleo008@yahoo.com,1,0,273,3,398,49,67,0,2016-04-23 08:35:16.468000,,0,0,0
400,20931c63-ccde-4068-b076-9efe0417780f,1,"Match: Varsity 2016 vs. South Park on Apr 23, 2016",,1,0,0,kingleo008@yahoo.com,1,0,,2,397,49,68,0,2016-04-23 09:27:05.587000,,0,0,0
401,f9bca637-ba1b-4f43-9c85-3916bb014b22,0,Game #1 @ 9:26:54 AM,,25,0,10,kingleo008@yahoo.com,1,0,274,3,400,49,68,0,2016-04-23 09:27:05.588000,,0,0,0
402,823193f6-41d4-44ee-a16f-d6da96337b65,2,"Match: Varsity 2016 vs. Norwin on Apr 23, 2016",,0,0,1,kingleo008@yahoo.com,1,0,,2,397,49,60,0,2016-04-23 10:44:38.879000,,0,0,0
403,ef156fe6-0d2e-4465-b899-a8e27252954b,0,Game #1 @ 10:44:34 AM,,23,0,25,kingleo008@yahoo.com,1,0,275,3,402,49,60,0,2016-04-23 10:44:38.879000,,0,0,0
404,451f2051-f550-4e72-a0c0-ddf84009864a,3,"Match: Varsity 2016 vs. Bishop Guilfoyle on Apr 23, 2016",,0,0,2,kingleo008@yahoo.com,1,0,,2,397,49,69,0,2016-04-23 11:39:39.067000,,0,0,0
405,058ce950-5d63-4a0d-b10f-d44c7fdac29c,0,Game #1 @ 11:39:24 AM,,21,0,25,kingleo008@yahoo.com,1,0,276,3,404,49,69,0,2016-04-23 11:39:39.067000,,0,0,0
406,ff123c81-3600-4478-9d08-e8ba6db33bed,1,Game #2 @ 11:58:05 AM,,12,0,25,kingleo008@yahoo.com,1,0,277,3,404,49,69,0,2016-04-23 11:58:07.714000,,0,0,0
407,fc16782b-b280-4a67-8b1f-f1dab92744bc,4,"Match: Varsity 2016 vs. Baldwin on Apr 23, 2016",,1,0,1,kingleo008@yahoo.com,1,0,,2,397,49,70,0,2016-04-23 12:59:10.293000,,0,0,0
408,5f4897a7-790c-45fa-822f-706e8cce7090,0,Game #1 @ 12:59:03 PM,,25,0,21,kingleo008@yahoo.com,1,0,278,3,407,49,70,0,2016-04-23 12:59:10.294000,,0,0,0
409,ff8a7092-ae9c-4378-a5f7-061e64c9c489,1,Game #2 @ 1:21:43 PM,,23,0,25,kingleo008@yahoo.com,1,0,279,3,407,49,70,0,2016-04-23 13:21:44.605000,,0,0,0
410,02e0461e-7e86-49e4-b8df-b9e92b8a2aa1,5,"Match: Varsity 2016 vs. Montour on Apr 23, 2016",,1,0,1,kingleo008@yahoo.com,1,0,,2,397,49,51,0,2016-04-23 15:18:05.357000,,0,0,0
411,c651c078-9c01-4676-bfb8-89ddcc52ab86,0,Game #1 @ 3:18:00 PM,,16,0,23,kingleo008@yahoo.com,1,0,280,3,410,49,51,0,2016-04-23 15:18:05.358000,,0,0,0
412,03523ac8-3bad-478a-b9c8-f9f3e0e784a7,1,Game #2 @ 3:34:24 PM,,25,0,18,kingleo008@yahoo.com,1,0,281,3,410,49,51,0,2016-04-23 15:34:25.315000,,0,0,0
413,6ae229aa-8dc7-4f43-800d-6936591417a7,6,"Match: Varsity 2016 vs. Bethel Park  on Apr 23, 2016",,0,0,1,kingleo008@yahoo.com,1,0,,2,397,49,63,0,2016-04-23 16:26:42.697000,,0,0,0
414,b4528a83-0c30-4720-b350-902042232772,0,Game #1 @ 4:26:39 PM,,22,0,25,kingleo008@yahoo.com,1,0,282,3,413,49,63,0,2016-04-23 16:26:42.699000,,0,0,0
415,7dfd89ae-608f-4bc2-9e56-b9da7ba9a03d,11,"Match: Varsity 2016 vs. NA on Apr 26, 2016",,1,0,3,kingleo008@yahoo.com,1,0,,4,,49,55,0,2016-04-26 19:05:16.665000,,0,0,0
416,68ebf945-0fa6-4b66-a802-089d243ae730,0,Game #1 @ 7:05:11 PM,,16,0,25,kingleo008@yahoo.com,1,0,283,5,415,49,55,0,2016-04-26 19:05:16.666000,,0,0,0
417,af9ef975-8ff2-460f-adbc-223cea80b998,1,Game #2 @ 7:26:03 PM,,27,0,29,kingleo008@yahoo.com,1,0,284,5,415,49,55,0,2016-04-26 19:26:04.033000,,0,0,0
418,c200ab57-eb3e-4169-b87f-c9478d6e2847,2,Game #3 @ 7:55:35 PM,,25,0,20,kingleo008@yahoo.com,1,0,285,5,415,49,55,0,2016-04-26 19:55:36.820000,,0,0,0
419,a6385b17-91d2-4ed0-a8ab-37d348af2160,3,Game #4 @ 8:20:57 PM,,14,0,25,kingleo008@yahoo.com,1,0,286,5,415,49,55,0,2016-04-26 20:21:01.662000,,0,0,0
420,c64281d5-1ea1-4ef7-aa4a-3336b2938101,12,"Match: Varsity 2016 vs. Pine Richland on Apr 28, 2016",,0,0,3,kingleo008@yahoo.com,1,0,,4,,49,61,0,2016-04-28 19:39:01.747000,,0,0,0
421,9dd178b4-c890-4b77-a797-86cabfb93970,0,Game #1 @ 7:38:37 PM,,24,0,26,kingleo008@yahoo.com,1,0,287,5,420,49,61,0,2016-04-28 19:39:01.749000,,0,0,0
422,789f9058-da7d-4c08-8d99-e044e9f61b99,1,Game #2 @ 8:05:43 PM,,16,0,25,kingleo008@yahoo.com,1,0,288,5,420,49,61,0,2016-04-28 20:05:45.360000,,0,0,0
423,36e7329c-545b-4ca3-862b-7d65e3e5efc8,2,Game #3 @ 8:25:51 PM,,18,0,25,kingleo008@yahoo.com,1,0,289,5,420,49,61,0,2016-04-28 20:25:52.484000,,0,0,0
424,7cff17e8-a874-4fc4-85fa-7672f381c66c,13,"Match: Varsity 2016 vs. North Hills  on May 5, 2016",,3,0,1,kingleo008@yahoo.com,1,0,,4,,49,54,0,2016-05-05 19:35:46.357000,,0,0,0
425,5f4d354f-24c0-45e6-a0b4-912ce90d7b3e,0,Game #1 @ 7:35:39 PM,,26,0,28,kingleo008@yahoo.com,1,0,290,5,424,49,54,0,2016-05-05 19:35:46.359000,,0,0,0
426,f7cd42cf-26c4-4e19-94cc-42d98fe0701a,1,Game #2 @ 8:01:44 PM,,25,0,18,kingleo008@yahoo.com,1,0,291,5,424,49,54,0,2016-05-05 20:01:49.496000,,0,0,0
427,028ccf5e-fbec-4614-943f-eb5665977364,2,Game #3 @ 8:23:01 PM,,25,0,19,kingleo008@yahoo.com,1,0,292,5,424,49,54,0,2016-05-05 20:23:09.906000,,0,0,0
428,e3ca7c93-b2e2-4b04-b42b-40404cfb24bb,3,Game #4 @ 8:48:43 PM,,25,0,19,kingleo008@yahoo.com,1,0,293,5,424,49,54,0,2016-05-05 20:48:45.855000,,0,0,0
429,c4b0bed3-bcdc-4724-87a4-9f550ac77a54,14,"Match: Varsity 2016 vs. Seneca Valley on May 10, 2016",,0,0,3,kingleo008@yahoo.com,1,0,,4,,49,66,0,2016-05-10 19:22:53.093000,,0,0,0
430,50f1e64e-fbee-48ed-894b-e5ac56325785,0,Game #1 @ 7:22:41 PM,,17,0,25,kingleo008@yahoo.com,1,0,294,5,429,49,66,0,2016-05-10 19:22:53.095000,,0,0,0
431,5a7c79b8-0603-4eff-bbf6-c0aca6828e4d,1,Game #2 @ 7:51:17 PM,,21,0,25,kingleo008@yahoo.com,1,0,295,5,429,49,66,0,2016-05-10 19:51:18.463000,,0,0,0
432,fc08c856-e84a-4858-afbf-04041e6577aa,2,Game #3 @ 8:17:12 PM,,17,0,25,kingleo008@yahoo.com,1,0,296,5,429,49,66,0,2016-05-10 20:17:13.169000,,0,0,0
433,245d5634-a261-4a2c-8b96-3e6ba4db4e68,15,,,0,0,3,kingleo008@yahoo.com,1,0,,4,,49,63,0,2016-05-13 17:26:27.738000,,0,0,0
434,a77ccd0d-f136-4625-b8ea-ef96ef65387a,0,Game #1 @ 5:26:18 PM,,16,0,25,kingleo008@yahoo.com,1,0,297,5,433,49,63,0,2016-05-13 17:26:27.741000,,0,0,0
435,7d20a1b5-89ac-4a19-a35c-5618022b766d,1,Game #2 @ 5:47:59 PM,,20,0,25,kingleo008@yahoo.com,1,0,298,5,433,49,63,0,2016-05-13 17:48:00.672000,,0,0,0
436,32711d45-b914-424a-89bc-254ea5aa6d0c,2,,,12,0,25,kingleo008@yahoo.com,1,0,299,5,433,49,63,0,2016-05-13 18:10:51.182000,,0,0,0
437,6effa453-754a-4e9f-99d6-07d2e8d16e2d,0,Tournament: Mt. Lebonan,,2,0,6,kingleo008@yahoo.com,1,0,,1,,71,,0,2017-09-02 09:08:46.473000,,0,0,0
438,508c9a36-db46-4a6f-9fe1-050d9137aea5,0,"Match: Girls 2017 vs. USC on Sep 2, 2017",,1,0,0,kingleo008@yahoo.com,1,0,,2,437,71,72,0,2017-09-02 09:08:46.475000,,0,0,0
439,21da4ef5-3c23-4c91-b1f6-dbb7417fd5c5,0,Game #1 @ 9:07:49 AM,,25,0,23,kingleo008@yahoo.com,1,0,300,3,438,71,72,0,2017-09-02 09:08:46.476000,,0,0,0
440,4272dd34-0bc6-496c-bf5a-4cbad6682be2,1,"Match: Girls 2017 vs. Bethel Park  on Sep 2, 2017",,0,0,1,kingleo008@yahoo.com,1,0,,2,437,71,73,0,2017-09-02 09:30:27.802000,,0,0,0
441,e260d718-0feb-414a-9a7c-be42d383eed7,0,Game #1 @ 9:30:21 AM,,18,0,25,kingleo008@yahoo.com,1,0,301,3,440,71,73,0,2017-09-02 09:30:27.803000,,0,0,0
442,f9bf1dab-10d3-4b5e-859e-c9ccf4a4e6e7,2,"Match: Girls 2017 vs. Mt Lebonan on Sep 2, 2017",,0,0,1,kingleo008@yahoo.com,1,0,,2,437,71,74,0,2017-09-02 10:35:48.278000,,0,0,0
443,fd94ecf7-bc0a-42fe-844c-c049a4c71444,0,Game #1 @ 10:35:26 AM,,19,0,25,kingleo008@yahoo.com,1,0,302,3,442,71,74,0,2017-09-02 10:35:48.279000,,0,0,0
444,abbc0d04-48c0-4445-b306-294c73f586f3,3,"Match: Girls 2017 vs. Seton La Salle on Sep 2, 2017",,1,0,0,kingleo008@yahoo.com,1,0,,2,437,71,75,0,2017-09-02 11:04:59.931000,,0,0,0
445,27d19ac9-a92f-4d15-b518-96dc128de0d8,0,Game #1 @ 11:04:37 AM,,25,0,16,kingleo008@yahoo.com,1,0,303,3,444,71,75,0,2017-09-02 11:04:59.932000,,0,0,0
446,494d46d0-1bff-4784-b353-2bff3173f2a5,4,"Match: Girls 2017 vs. Peters Township on Sep 2, 2017",,0,0,1,kingleo008@yahoo.com,1,0,,2,437,71,76,0,2017-09-02 12:07:51.073000,,0,0,0
447,8bd317f7-35c5-44a3-bc7d-362e24f41723,0,Game #1 @ 12:07:07 PM,,16,0,25,kingleo008@yahoo.com,1,0,304,3,446,71,76,0,2017-09-02 12:07:51.073000,,0,0,0
448,64391749-e694-43ec-b248-11382b7a76cc,5,"Match: Girls 2017 vs. Penn Trafford on Sep 2, 2017",,0,0,1,kingleo008@yahoo.com,1,0,,2,437,71,77,0,2017-09-02 12:54:20.524000,,0,0,0
449,afe077f7-8771-497b-913a-34c1aed58dd2,0,Game #1 @ 12:54:14 PM,,20,0,25,kingleo008@yahoo.com,1,0,305,3,448,71,77,0,2017-09-02 12:54:20.525000,,0,0,0
450,1bba0080-fade-4b03-bbf3-70d5b7e34ae4,6,"Match: Girls 2017 vs. Pine Richland on Sep 2, 2017",,0,0,1,kingleo008@yahoo.com,1,0,,2,437,71,78,0,2017-09-02 14:01:02.068000,,0,0,0
451,8a98c561-3f04-4869-955f-3c0c1809f596,0,Game #1 @ 2:00:59 PM,,18,0,25,kingleo008@yahoo.com,1,0,306,3,450,71,78,0,2017-09-02 14:01:02.069000,,0,0,0
452,cdf654df-25a3-4c1e-a7d6-0192ee9b9729,7,"Match: Girls 2017 vs. Norwin on Sep 2, 2017",,0,0,1,kingleo008@yahoo.com,1,0,,2,437,71,79,0,2017-09-02 14:32:13.379000,,0,0,0
453,b8274689-526e-4396-8ea0-78633ee0826c,0,Game #1 @ 2:32:08 PM,,13,0,25,kingleo008@yahoo.com,1,0,307,3,452,71,79,0,2017-09-02 14:32:13.380000,,0,0,0
454,944c7ce4-65e0-4ed6-b5a1-5dcab8a64990,0,,,2,0,0,kingleo008@yahoo.com,1,0,,4,,80,81,0,2017-09-05 17:51:43.803000,,0,0,0
455,7aff38b4-e13b-4b16-909d-664b74709239,0,Game #1 @ 5:51:36 PM,,25,0,2,kingleo008@yahoo.com,1,0,308,5,454,80,81,0,2017-09-05 17:51:43.804000,,0,0,0
456,1218458d-8791-4fbf-a2b9-8caf22f4da59,1,,,25,0,13,kingleo008@yahoo.com,1,0,309,5,454,80,81,0,2017-09-05 18:06:43.747000,,0,0,0
457,da764ed1-21a1-41e3-b780-c4f091fcbd00,1,"Match: Girls 2017 vs. Woodland Hillls on Sep 5, 2017",,3,0,0,kingleo008@yahoo.com,1,0,,4,,71,82,0,2017-09-05 18:45:10.442000,,0,0,0
458,877cc51e-e2df-4b97-948f-ccd5bda5b83a,0,Game #1 @ 6:45:03 PM,,25,0,9,kingleo008@yahoo.com,1,0,310,5,457,71,82,0,2017-09-05 18:45:10.443000,,0,0,0
459,1c12c670-63f4-4304-b34a-3e0b1987f7c8,1,Game #2 @ 7:14:22 PM,,27,0,25,kingleo008@yahoo.com,1,0,311,5,457,71,82,0,2017-09-05 19:14:23.574000,,0,0,0
460,bd0cecc3-724b-4359-a044-7f40cb2ba974,2,Game #3 @ 7:39:55 PM,,25,0,17,kingleo008@yahoo.com,1,0,312,5,457,71,82,0,2017-09-05 19:39:59.282000,,0,0,0
461,dddb938f-1e87-4630-ac8b-cb11b1e2eda3,2,"Match: Girls 2017 vs. Penn Hills on Sep 7, 2017",,3,0,0,kingleo008@yahoo.com,1,0,,4,,71,83,0,2017-09-07 19:17:57.448000,,0,0,0
462,f6d5c5c1-71bc-4f3d-8c20-485a0b0baa1b,0,Game #1 @ 7:17:40 PM,,25,0,13,kingleo008@yahoo.com,1,0,313,5,461,71,83,0,2017-09-07 19:17:57.450000,,0,0,0
463,48b48036-8a13-4789-be66-b73de17cba63,1,Game #2 @ 7:56:02 PM,,25,0,18,kingleo008@yahoo.com,1,0,314,5,461,71,83,0,2017-09-07 19:56:03.494000,,0,0,0
464,42c31810-0c6d-478a-852f-08d3a9f558f3,2,Game #3 @ 8:20:23 PM,,25,0,18,kingleo008@yahoo.com,1,0,315,5,461,71,83,0,2017-09-07 20:20:24.108000,,0,0,0
465,8f78353d-9b92-4ce5-abe6-decc67b16d35,3,,,1,0,1,kingleo008@yahoo.com,1,0,,1,,71,,0,2017-09-09 08:57:17.356000,,0,0,0
466,a87fd6d7-4c17-4b2b-8301-af6f62d99569,0,"Match: Girls 2017 vs. Titusville on Sep 9, 2017",,1,0,0,kingleo008@yahoo.com,1,0,,2,465,71,84,0,2017-09-09 08:57:17.357000,,0,0,0
467,28115e1a-c352-49cb-a9c6-8aaba3e6f613,0,Game #1 @ 8:54:13 AM,,25,0,8,kingleo008@yahoo.com,1,0,316,3,466,71,84,0,2017-09-09 08:57:17.357000,,0,0,0
468,618341fe-8e30-40bb-b2e2-9c3e8fdb6428,1,,,0,0,1,kingleo008@yahoo.com,1,0,,2,465,71,85,0,2017-09-09 09:57:34.762000,,0,0,0
469,5517b343-d69b-46bc-bb68-c7083f1b73d6,0,,,21,0,25,kingleo008@yahoo.com,1,0,317,3,468,71,85,0,2017-09-09 09:57:34.764000,,0,0,0
